;brain ID;slice ID;tumorArea;tumorStd;tumorMean;tumorMedian;brainArea;brainMean;brainMedian;contrast
1902;29;120;219;17.475266;262.37442;260.0;9062;170.8842;172.0;91.49022
1903;29;121;183;18.314163;263.91803;261.0;8697;170.85928;172.0;93.05875
1904;29;122;143;18.455217;267.36365;265.0;8347;170.99707;172.0;96.36658
1905;29;123;129;19.044424;269.23254;268.0;7972;170.62463;172.0;98.60791
1906;29;124;108;17.123602;267.7963;269.0;7588;170.4222;171.0;97.3741
1907;29;125;95;16.389511;267.6842;269.0;7187;169.65257;171.0;98.03163
1908;29;126;83;16.239122;265.68674;265.0;6803;168.44286;171.0;97.24388
1909;29;127;65;11.245237;265.6;267.0;6388;167.0982;170.0;98.5018
1910;29;128;43;12.463772;264.16278;264.0;5934;165.5595;168.0;98.60329
1911;29;129;26;13.473842;256.3846;256.0;5462;164.15306;168.0;92.23155
1912;29;130;11;12.360293;256.36365;259.0;5007;162.77422;167.0;93.58943
1913;30;55;14;47.704018;220.42857;216.0;16079;160.2231;158.0;60.205475
1914;30;56;25;49.190502;214.88;215.0;16209;159.36234;158.0;55.51767
1915;30;57;50;31.865599;218.06;217.5;16353;158.13107;157.0;59.928925
1916;30;58;107;46.34626;230.12149;232.0;16534;157.54373;157.0;72.57776
1917;30;59;190;47.586628;241.15263;235.5;16648;157.7236;157.0;83.42903
1918;30;60;250;50.812958;263.572;260.0;16829;157.53484;157.0;106.037155
1919;30;61;315;64.78436;285.8635;282.0;16984;157.00426;156.0;128.85924
1920;30;62;380;68.00395;298.45264;299.5;17113;156.64848;156.0;141.80415
1921;30;63;427;71.13711;300.50586;300.0;17233;156.14008;155.0;144.36578
1922;30;64;435;79.024635;311.4023;309.0;17392;155.01834;154.0;156.38397
1923;30;65;464;82.72802;308.6681;305.5;17552;153.81741;153.0;154.85068
1924;30;66;502;79.76492;307.73108;293.0;17678;153.15813;153.0;154.57295
1925;30;67;530;80.22361;314.39624;306.5;17790;152.64786;152.0;161.74838
1926;30;68;531;77.88635;327.8305;330.0;17866;152.49663;151.0;175.33388
1927;30;69;541;77.739944;334.5878;345.0;17942;151.6691;151.0;182.9187
1928;30;70;557;80.60693;337.87433;351.0;18016;150.33575;150.0;187.53857
1929;30;71;562;77.07617;340.0765;351.5;18056;148.8208;150.0;191.2557
1930;30;72;579;73.797455;337.29706;355.0;18089;147.83209;149.0;189.46497
1931;30;73;605;69.59375;335.26776;350.0;18068;147.4426;149.0;187.82516
1932;30;74;689;71.4508;323.80988;343.0;18048;147.0765;149.0;176.73337
1933;30;75;728;79.396255;319.07007;332.5;18044;147.27876;149.0;171.7913
1934;30;76;864;80.50203;303.91898;313.5;18014;148.01738;150.0;155.9016
1935;30;77;1029;73.34713;291.0515;294.0;17980;147.95717;150.0;143.09435
1936;30;78;1179;75.21214;282.37067;286.0;17956;147.69124;150.0;134.67943
1937;30;79;1235;69.35197;285.62347;291.0;17919;147.35771;149.0;138.26576
1938;30;80;1327;59.845726;295.76715;301.0;17875;146.74075;149.0;149.0264
1939;30;81;1349;55.943295;311.70795;317.0;17853;145.91371;150.0;165.79424
1940;30;82;1463;58.78772;314.16953;321.0;17786;144.97488;150.0;169.19464
1941;30;83;1526;57.816875;319.8283;327.0;17721;144.62222;149.0;175.20609
1942;30;84;1608;61.21731;324.35696;333.0;17634;144.3088;149.0;180.04816
1943;30;85;1664;60.297535;325.45853;335.0;17550;144.32928;149.0;181.12924
1944;30;86;1742;59.294838;324.49197;331.0;17463;144.2113;149.0;180.28067
1945;30;87;1784;59.499893;326.0286;334.0;17377;144.59373;150.0;181.43486
1946;30;88;1811;60.308075;327.04196;333.0;17260;145.02997;150.0;182.012
1947;30;89;1829;60.641323;327.56097;333.0;17122;145.49709;151.0;182.06389
1948;30;90;1812;59.868458;329.73785;336.5;16970;145.95824;151.0;183.77962
1949;30;91;1807;59.50969;330.97897;338.0;16821;146.49493;152.0;184.48404
1950;30;92;1805;60.12217;333.51468;342.0;16657;147.10173;152.0;186.41295
1951;30;93;1760;57.456886;339.0017;348.0;16471;148.0;152.0;191.00171
1952;30;94;1742;55.123825;344.75946;353.0;16304;148.88724;153.0;195.87222
1953;30;95;1788;54.5412;345.2455;354.0;16137;149.06328;152.0;196.18224
1954;30;96;1857;54.569633;344.37695;352.0;15960;149.1131;152.0;195.26385
1955;30;97;1883;53.35077;345.1556;352.0;15763;149.3647;152.0;195.79091
1956;30;98;1906;55.28469;343.79327;350.0;15562;150.02116;153.0;193.77211
1957;30;99;1906;54.805943;344.31793;351.0;15369;150.51215;153.0;193.80579
1958;30;100;1896;58.246414;342.7864;352.0;15144;151.14403;153.0;191.64238
1959;30;101;1893;60.868702;340.73746;351.0;14933;151.42085;153.0;189.3166
1960;30;102;1880;61.96958;338.83618;350.5;14711;151.24783;153.0;187.58835
1961;30;103;1863;65.3787;336.29684;350.0;14484;150.7558;153.0;185.54105
1962;30;104;1851;67.889084;335.89087;351.0;14226;150.25568;152.0;185.6352
1963;30;105;1800;65.36791;339.97723;355.0;13975;149.81906;152.0;190.15817
1964;30;106;1794;69.191025;339.52396;357.5;13710;149.38042;151.0;190.14354
1965;30;107;1810;70.82939;334.9348;356.0;13441;149.06853;151.0;185.86629
1966;30;108;1794;72.10028;330.84616;351.5;13169;148.85327;151.0;181.99289
1967;30;109;1745;71.36528;330.71747;352.0;12875;148.7177;151.0;181.99977
1968;30;110;1745;72.44078;327.96332;354.0;12612;148.09479;151.0;179.86853
1969;30;111;1682;71.431335;327.4578;353.0;12316;147.76566;151.0;179.69214
1970;30;112;1677;72.90339;322.0787;350.0;11977;146.83098;150.0;175.24773
1971;30;113;1580;68.13708;323.1038;346.0;11657;146.22298;149.0;176.88081
1972;30;114;1563;68.76454;317.41907;341.0;11338;145.2445;148.0;172.17456
1973;30;115;1507;65.586205;315.3484;336.0;11016;144.33368;148.0;171.01471
1974;30;116;1414;64.17994;314.81683;332.0;10691;143.56937;147.0;171.24747
1975;30;117;1306;64.42664;315.44485;332.0;10388;142.52675;146.0;172.9181
1976;30;118;1236;63.695587;315.04773;330.0;10065;141.2963;145.0;173.75143
1977;30;119;1114;61.273037;316.1122;327.5;9726;141.31201;145.0;174.8002
1978;30;120;981;59.384075;317.24872;325.0;9386;141.869;145.0;175.37971
1979;30;121;924;61.982082;312.6526;319.0;9070;142.02234;145.5;170.63025
1980;30;122;837;61.724014;312.89368;322.0;8711;142.9017;147.0;169.99197
1981;30;123;725;58.385765;314.42206;322.0;8368;143.72366;148.0;170.6984
1982;30;124;648;60.199184;307.96143;317.0;7998;144.22911;148.0;163.73232
1983;30;125;510;50.84804;313.66864;324.0;7621;144.44002;148.0;169.22862
1984;30;126;571;62.68603;284.1699;299.0;7291;142.64331;147.0;141.52658
1985;30;127;502;60.710587;275.84064;285.5;6933;142.11554;146.0;133.7251
1986;30;128;445;60.13866;266.1146;267.0;6564;141.02075;146.0;125.09384
1987;30;129;380;54.12831;259.5421;255.0;6156;140.03722;145.0;119.5049
1988;30;130;336;56.79582;242.30357;237.0;5772;139.67035;144.0;102.633224
1989;30;131;195;54.73844;245.37949;236.0;5298;139.92299;145.0;105.4565
1990;30;132;133;45.943768;233.83458;225.0;4846;140.51347;145.0;93.321106
1991;30;133;84;39.142746;213.9881;205.5;4461;140.18803;146.0;73.800064
1992;30;134;10;7.733692;260.7;261.5;4052;140.0099;147.0;120.69011
1993;30;135;12;21.067846;219.25;225.5;3654;139.24355;147.0;80.006454
1994;31;94;26;25.36039;237.65384;229.5;14852;163.88162;166.0;73.77222
1995;31;95;47;32.323864;237.38298;227.0;14673;164.75372;167.0;72.62926
1996;31;96;63;23.207043;235.19048;231.0;14501;164.91176;168.0;70.27872
1997;31;97;106;17.521418;231.21698;229.5;14280;164.53246;168.0;66.684525
1998;31;98;140;17.25133;233.81429;233.0;14056;163.53061;167.0;70.283676
1999;31;99;196;21.32268;243.35204;242.5;13859;162.34407;166.0;81.007965
2000;31;100;229;26.304234;255.0;258.0;13633;161.59482;166.0;93.40518
2001;31;101;259;28.016865;265.25098;268.0;13376;161.12076;165.0;104.13022
2002;31;102;298;26.537098;275.38925;276.5;13074;160.4582;164.0;114.931046
2003;31;103;372;32.533646;279.94623;284.0;12862;159.55725;164.0;120.38898
2004;31;104;427;35.844524;287.815;288.0;12653;159.08032;163.0;128.73468
2005;31;105;464;37.241367;297.19397;298.0;12392;158.71739;163.0;138.47658
2006;31;106;507;43.733112;303.97437;302.0;12058;157.80167;162.0;146.1727
2007;31;107;543;54.09261;310.66113;308.0;11836;156.51457;160.0;154.14656
2008;31;108;560;65.00339;319.57858;317.5;11591;155.24603;159.0;164.33255
2009;31;109;590;73.55156;324.9949;325.0;11313;154.34906;159.0;170.64584
2010;31;110;612;77.830635;332.99673;331.0;10966;153.69249;158.0;179.30424
2011;31;111;633;81.72228;341.29858;336.0;10736;152.83115;158.0;188.46744
2012;31;112;647;84.95579;347.63834;345.0;10480;152.38219;157.0;195.25615
2013;31;113;679;86.352936;349.3623;342.0;10194;152.20168;157.0;197.16063
2014;31;114;750;87.15799;343.29468;336.5;9789;151.29704;157.0;191.99763
2015;31;115;772;82.21485;345.19818;343.0;9525;150.43025;157.0;194.76793
2016;31;116;785;77.54629;345.2535;348.0;9212;149.56651;157.0;195.687
2017;31;117;820;72.25354;340.14755;339.0;8869;148.7832;156.0;191.36435
2018;31;118;872;67.734726;330.0929;328.0;8414;147.2734;155.0;182.81949
2019;31;119;879;60.827568;323.58133;320.0;8124;145.96246;156.0;177.61887
2020;31;120;869;52.745472;319.0115;317.0;7781;145.81712;156.0;173.19438
2021;31;121;904;50.43131;309.63052;309.5;7417;145.2231;155.0;164.40742
2022;31;122;903;48.219677;305.06757;307.0;6936;143.78816;154.0;161.2794
2023;31;123;914;45.88116;301.30524;304.5;6610;142.1301;153.0;159.17514
2024;31;124;898;43.332848;298.853;299.0;6223;142.35606;153.0;156.49693
2025;31;125;953;44.155853;292.2319;292.0;5803;142.38309;154.0;149.84882
2026;31;126;980;46.038803;289.1;289.0;5346;142.92006;155.0;146.17995
2027;31;127;960;44.62612;289.4448;290.5;4963;143.96378;156.0;145.48102
2028;31;128;945;43.525272;288.26138;289.0;4603;145.29742;157.0;142.96396
2029;31;129;932;44.03331;284.34656;285.0;4165;144.66687;157.0;139.67969
2030;31;130;861;40.192062;285.5842;286.0;3661;143.71143;154.0;141.87277
2031;31;131;825;36.663486;284.3697;284.0;3268;141.75522;153.0;142.61447
2032;31;132;795;39.436985;280.28552;278.0;2904;139.99147;150.0;140.29405
2033;31;133;661;36.979782;279.43268;276.0;2529;144.35439;149.5;135.0783
2034;31;134;554;34.524628;276.66064;276.0;2153;145.37648;150.0;131.28416
2035;31;135;470;31.610695;272.08084;272.0;1775;146.96016;153.0;125.12068
2036;31;136;371;30.697992;268.08896;268.0;1389;148.88408;150.5;119.20488
2037;31;137;253;30.28396;264.11066;265.0;952;156.06152;151.0;108.04913
2038;31;138;130;25.63095;256.02307;256.5;644;169.05058;170.5;86.97249
2039;31;139;38;22.160723;239.8158;239.0;423;181.17143;202.0;58.644363
2040;32;67;48;28.14631;197.3125;204.5;14985;137.50438;137.0;59.80812
2041;32;68;144;33.47408;208.61806;211.0;15230;136.43304;135.0;72.18501
2042;32;69;297;35.487877;237.60942;240.0;15499;135.39252;134.0;102.2169
2043;32;70;395;42.999958;262.44556;263.0;15710;134.78236;134.0;127.66319
2044;32;71;473;43.571888;282.0148;286.0;15851;134.62498;134.0;147.38982
2045;32;72;565;44.979904;294.13806;305.0;15999;134.58766;134.0;159.5504
2046;32;73;666;48.382088;303.3769;311.5;16085;135.05856;134.0;168.31833
2047;32;74;850;49.803455;308.4306;315.5;16134;134.94124;133.0;173.48936
2048;32;75;1034;50.97409;314.3994;325.0;16180;134.83699;134.0;179.56242
2049;32;76;1172;51.18102;322.71246;332.0;16245;134.69986;134.0;188.0126
2050;32;77;1318;51.76122;329.58194;338.0;16259;134.29977;134.0;195.28217
2051;32;78;1462;55.353237;333.87823;341.0;16260;134.10818;133.0;199.77005
2052;32;79;1644;58.474648;337.92822;346.0;16251;134.0395;133.0;203.88872
2053;32;80;1949;61.843117;336.60287;345.0;16258;133.57056;133.0;203.03232
2054;32;81;2201;61.043255;340.0486;349.0;16238;133.46912;133.0;206.5795
2055;32;82;2439;60.51283;345.0295;354.0;16204;132.98648;132.0;212.04303
2056;32;83;2530;58.180107;354.88065;362.0;16160;133.58327;133.0;221.29738
2057;32;84;2635;62.713978;360.67172;366.0;16130;133.77118;134.0;226.90054
2058;32;85;2696;67.31545;367.82642;372.0;16118;134.02802;134.0;233.7984
2059;32;86;2788;72.76625;371.12338;375.0;16079;133.62833;134.0;237.49506
2060;32;87;2864;80.7521;372.8757;375.0;16021;133.69765;134.0;239.17805
2061;32;88;2969;84.690575;370.8326;371.0;15981;133.43706;134.0;237.39555
2062;32;89;3074;83.35768;370.5;369.0;15920;132.82422;133.0;237.67578
2063;32;90;3113;83.08407;372.3736;367.0;15833;132.97853;133.0;239.39507
2064;32;91;3195;79.80141;371.54712;366.0;15736;132.4223;132.0;239.12482
2065;32;92;3189;75.11239;372.89276;369.0;15657;132.93286;132.0;239.9599
2066;32;93;3176;74.61101;373.051;370.0;15541;133.83138;133.0;239.21962
2067;32;94;3133;75.459694;373.08173;371.0;15415;134.93022;134.0;238.1515
2068;32;95;3105;77.5628;371.82224;371.0;15279;135.68178;135.0;236.14046
2069;32;96;3078;79.795425;369.23587;370.0;15133;136.22597;136.0;233.0099
2070;32;97;3031;80.795944;366.70602;369.0;14979;136.91588;137.0;229.79015
2071;32;98;2927;79.19529;366.37308;367.0;14815;137.69188;137.0;228.6812
2072;32;99;2860;79.536446;363.59055;366.0;14610;137.91626;138.0;225.67429
2073;32;100;2799;81.946266;360.3169;365.0;14396;137.96999;138.0;222.34691
2074;32;101;2755;82.12415;357.57022;363.0;14165;137.6547;138.0;219.91553
2075;32;102;2686;82.65066;356.6221;364.0;13923;137.51704;138.0;219.10506
2076;32;103;2574;79.784904;360.38422;368.0;13685;137.4716;138.0;222.91261
2077;32;104;2471;74.56926;364.80048;371.0;13450;137.52974;139.0;227.27074
2078;32;105;2431;73.1482;363.8301;370.0;13206;137.76149;139.0;226.06862
2079;32;106;2385;71.820404;362.15262;367.0;12970;137.97658;139.0;224.17604
2080;32;107;2387;71.123535;357.64642;364.0;12707;137.31259;138.0;220.33383
2081;32;108;2369;70.37181;355.58926;365.0;12422;136.19685;138.0;219.39241
2082;32;109;2373;73.252975;352.7484;364.0;12126;134.82529;137.0;217.92313
2083;32;110;2340;70.32911;353.58762;363.0;11832;134.2028;136.0;219.38481
2084;32;111;2327;69.210884;352.95316;360.0;11524;133.39459;136.0;219.55856
2085;32;112;2292;64.74035;351.61343;360.0;11187;132.67296;135.0;218.94048
2086;32;113;2212;56.56313;352.0954;357.0;10839;131.98979;135.0;220.1056
2087;32;114;2174;56.943226;349.01978;356.0;10486;131.343;134.0;217.67677
2088;32;115;2086;57.516502;348.09012;357.0;10138;131.23932;134.0;216.8508
2089;32;116;2027;60.40326;342.30835;355.0;9760;131.36493;134.0;210.94342
2090;32;117;1912;59.46803;338.71234;352.0;9437;131.98326;135.0;206.72908
2091;32;118;1754;57.486633;334.52908;347.0;9091;133.39212;136.0;201.13696
2092;32;119;1605;52.74704;329.9022;343.0;8730;134.25038;137.0;195.65181
2093;32;120;1543;58.79565;318.44394;334.0;8389;134.21867;136.0;184.22527
2094;32;121;1389;58.721714;315.43124;329.0;8017;134.41566;136.0;181.01558
2095;32;122;1156;53.914627;318.11072;328.0;7666;135.82796;136.0;182.28276
2096;32;123;1038;59.6573;310.89114;325.0;7264;136.12047;136.0;174.77068
2097;32;124;887;58.604763;308.11386;323.0;6839;136.1376;136.0;171.97626
2098;32;125;843;67.42636;292.8861;309.0;6394;135.27328;136.0;157.61282
2099;32;126;655;62.4704;302.80917;320.0;5963;136.16974;137.0;166.63943
2100;32;127;539;55.88115;307.43784;319.0;5530;136.84973;138.0;170.5881
2101;32;128;492;62.283173;290.92682;304.0;5098;136.38103;137.0;154.54579
2102;32;129;349;47.367653;295.91403;308.0;4693;135.19797;136.0;160.71606
2103;32;130;282;40.026676;280.7695;283.0;4246;133.38623;136.0;147.38327
2104;32;131;239;37.433254;248.79916;250.0;3785;131.68471;135.0;117.114456
2105;32;132;175;31.433075;220.42285;223.0;3275;127.98484;133.5;92.43801
2106;32;133;80;24.93321;195.4;198.0;2784;124.26369;131.0;71.13631
2107;32;134;10;9.286549;179.4;179.5;2318;118.2799;127.0;61.120094
2108;33;74;29;37.509094;199.41379;208.0;15184;155.86487;155.0;43.54892
2109;33;75;142;29.576767;231.49295;226.5;15242;156.46861;155.0;75.02434
2110;33;76;252;36.153656;273.35715;276.0;15301;157.05675;155.0;116.3004
2111;33;77;295;42.049664;294.64746;294.0;15321;157.62918;155.0;137.01828
2112;33;78;348;41.53151;288.3994;290.5;15343;158.16765;155.0;130.23177
2113;33;79;415;48.217167;279.5277;283.0;15378;158.09671;155.0;121.431
2114;33;80;629;46.479916;281.15103;281.0;15393;157.1866;155.0;123.96443
2115;33;81;785;44.97529;315.18726;317.0;15359;156.14684;154.0;159.04042
2116;33;82;901;54.52578;348.31854;357.0;15360;155.46538;154.0;192.85316
2117;33;83;989;65.60083;366.16278;384.0;15329;155.26395;154.0;210.89883
2118;33;84;1022;65.84442;367.9403;391.0;15270;155.79568;155.0;212.14462
2119;33;85;1111;71.74542;361.84518;381.0;15258;157.07436;156.0;204.77083
2120;33;86;1273;70.4408;359.45718;373.0;15218;157.67393;156.0;201.78325
2121;33;87;1498;66.34005;362.2857;373.0;15199;156.86841;156.0;205.4173
2122;33;88;1613;68.504616;368.96094;379.0;15133;156.55377;156.0;212.40717
2123;33;89;1731;71.54069;371.5494;384.0;15080;156.04166;155.0;215.50775
2124;33;90;1828;76.56192;372.67944;388.0;15039;154.9165;153.0;217.76294
2125;33;91;1929;81.95119;372.10056;386.0;14959;153.8429;153.0;218.25766
2126;33;92;2044;79.53528;370.6507;384.0;14878;152.86076;153.0;217.78993
2127;33;93;2047;76.33997;368.37177;372.0;14802;153.50482;153.0;214.86694
2128;33;94;2085;88.16411;360.8451;363.0;14724;154.19844;154.0;206.64665
2129;33;95;2136;96.29434;353.7444;364.0;14607;154.13118;154.0;199.6132
2130;33;96;2110;93.57517;358.25165;368.0;14507;154.86682;153.0;203.38483
2131;33;97;2122;90.65464;358.3275;367.0;14396;155.1763;153.0;203.15121
2132;33;98;2144;87.419235;357.03732;366.0;14286;155.71529;154.0;201.32204
2133;33;99;2115;88.67067;355.06998;365.0;14154;156.56276;155.0;198.50722
2134;33;100;2130;93.94747;351.13614;362.0;14030;157.39899;156.0;193.73715
2135;33;101;2110;96.09201;353.4071;368.0;13908;158.34692;157.0;195.06018
2136;33;102;2133;92.456955;353.98874;368.0;13771;159.52011;158.0;194.46863
2137;33;103;2118;87.01007;354.31635;364.0;13594;160.77937;159.0;193.53697
2138;33;104;2132;80.81147;351.33817;362.0;13410;161.04868;160.0;190.28949
2139;33;105;2151;77.15332;346.64435;354.0;13242;160.67595;160.0;185.9684
2140;33;106;2097;75.51332;348.0844;351.0;13053;160.39696;160.0;187.68745
2141;33;107;2131;74.943504;346.336;352.0;12854;159.67546;159.0;186.66054
2142;33;108;2158;73.837326;345.1733;349.0;12702;159.57379;158.0;185.59952
2143;33;109;2186;74.02908;340.1784;339.0;12469;160.01994;158.0;180.15846
2144;33;110;2159;72.920876;333.8694;331.0;12187;160.22746;159.0;173.64192
2145;33;111;2149;73.13655;325.53094;315.0;11911;160.17876;159.0;165.35219
2146;33;112;2133;75.694855;320.15894;311.0;11648;160.0619;159.0;160.09703
2147;33;113;2141;75.93127;318.1901;309.0;11365;159.0631;158.0;159.127
2148;33;114;2133;74.76051;316.3652;308.0;11096;157.80508;157.0;158.56012
2149;33;115;2104;74.10387;309.53992;302.0;10859;157.2755;157.0;152.26442
2150;33;116;2044;74.75767;301.7774;295.0;10585;156.88022;156.0;144.89719
2151;33;117;1878;76.34138;297.86954;286.0;10268;156.52348;156.0;141.34605
2152;33;118;1712;76.94026;299.67056;291.0;9945;156.65347;156.0;143.01709
2153;33;119;1675;74.10293;298.40955;290.0;9619;156.21967;156.0;142.18988
2154;33;120;1652;71.24;297.58536;289.0;9300;155.08408;155.0;142.50128
2155;33;121;1555;69.41826;298.96463;291.0;8986;154.56627;153.0;144.39836
2156;33;122;1407;72.26411;299.4364;292.0;8671;155.11453;154.0;144.32187
2157;33;123;1261;78.444046;301.84616;299.0;8341;155.9476;156.0;145.89856
2158;33;124;1177;80.83496;305.36365;307.0;7978;156.2104;156.0;149.15324
2159;33;125;1147;74.87747;308.43506;310.0;7619;156.0082;156.0;152.42686
2160;33;126;1051;67.76543;314.77927;312.0;7226;155.55887;154.0;159.2204
2161;33;127;996;61.526707;315.05923;313.5;6873;153.79514;153.0;161.2641
2162;33;128;904;63.539032;307.9093;307.0;6523;152.53871;153.0;155.37059
2163;33;129;790;70.01697;307.7038;310.0;6182;153.39967;154.0;154.30412
2164;33;130;673;62.42596;319.41455;321.0;5823;153.61612;154.0;165.79843
2165;33;131;692;60.54734;318.18063;319.0;5483;151.46024;151.0;166.7204
2166;33;132;670;60.62427;312.1791;312.5;5071;146.86548;147.0;165.31363
2167;33;133;631;61.730988;295.67194;296.0;4644;142.98705;144.0;152.68489
2168;33;134;505;59.94781;284.13464;276.0;4223;144.41098;146.0;139.72366
2169;33;135;327;62.102398;294.23853;291.0;3722;149.12077;151.0;145.11775
2170;33;136;295;55.252018;292.50848;289.0;3161;150.23866;150.0;142.26982
2171;33;137;299;50.212646;284.43814;284.0;2603;149.7487;150.0;134.68944
2172;33;138;266;42.72899;268.68045;268.0;1995;147.81781;148.0;120.86264
2173;33;139;202;28.58402;227.31187;228.5;1417;146.5819;151.0;80.72998
2174;34;33;29;44.841934;337.55173;348.0;8504;209.71906;210.0;127.83267
2175;34;34;61;51.393333;365.06558;367.0;9158;212.20447;211.0;152.86111
2176;34;35;96;71.4563;383.6354;386.5;9895;210.83427;210.0;172.80113
2177;34;36;136;57.864254;387.00735;388.0;10705;210.49446;208.0;176.5129
2178;34;37;287;88.348694;345.02786;338.0;11444;215.21843;209.0;129.80943
2179;34;38;510;100.1469;325.93137;310.0;12031;218.9915;214.0;106.939865
2180;34;39;560;87.38435;351.21964;343.0;12359;223.40038;220.0;127.81926
2181;34;40;837;90.269714;346.96295;335.0;12629;217.69174;214.0;129.27121
2182;34;41;945;96.78838;356.82962;349.0;12863;196.54405;192.0;160.28557
2183;34;42;1132;87.88078;328.7182;332.0;13039;170.37877;164.0;158.33943
2184;34;43;1359;93.68486;302.6144;311.0;13211;158.71161;152.0;143.9028
2185;34;44;1630;99.46764;301.9454;308.0;13346;177.17685;172.0;124.768555
2186;34;45;1991;94.473694;345.90558;351.0;13460;202.39558;199.0;143.51
2187;34;46;2256;103.17814;391.44858;394.0;13571;216.27353;210.0;175.17505
2188;34;47;2360;104.470985;415.88474;422.0;13711;210.3035;205.0;205.58124
2189;34;48;2424;98.74534;412.66626;425.0;13819;198.85301;195.0;213.81325
2190;34;49;2400;104.23579;415.2;434.0;13933;195.20576;189.0;219.99425
2191;34;50;2395;112.57923;421.51566;440.0;14079;202.1645;197.0;219.35115
2192;34;51;2415;111.81215;432.09937;444.0;14297;211.93335;207.0;220.16602
2193;34;52;2426;117.074036;445.0536;453.0;14645;219.5836;214.0;225.46999
2194;34;53;2508;118.04245;447.7819;456.0;15041;226.3131;221.0;221.4688
2195;34;54;2498;118.72734;449.8595;458.0;15393;233.33455;230.0;216.52495
2196;34;55;2482;127.896286;454.11804;467.0;15718;235.32101;230.0;218.79703
2197;34;56;2428;128.16785;451.71252;469.0;15951;229.54996;225.0;222.16257
2198;34;57;2381;121.80286;443.46158;460.0;16152;222.83987;218.0;220.6217
2199;34;58;2359;125.35901;435.0157;453.0;16361;220.99336;215.0;214.02232
2200;34;59;2340;127.76446;432.6235;450.0;16488;228.91624;224.0;203.70726
2201;34;60;2330;122.36507;437.94806;449.0;16650;237.36899;231.0;200.57907
2202;34;61;2274;126.737274;447.33948;453.5;16804;240.78232;231.0;206.55716
2203;34;62;2114;118.658554;448.66983;461.0;16967;233.79283;225.0;214.877
2204;34;63;2033;109.34257;435.12888;441.0;17108;223.16876;217.0;211.96011
2205;34;64;1887;109.46274;428.76154;426.0;17240;216.29988;209.0;212.46165
2206;34;65;1834;110.479485;432.33914;426.5;17378;217.32417;211.0;215.01497
2207;34;66;1861;110.34677;436.33316;433.0;17509;222.51508;215.0;213.81808
2208;34;67;1822;116.42335;452.35895;442.5;17619;225.75052;215.0;226.60843
2209;34;68;1786;111.60536;454.77603;448.0;17745;222.15233;213.0;232.6237
2210;34;69;1753;102.92071;441.12323;432.0;17855;214.25768;207.0;226.86555
2211;34;70;1647;101.12559;435.00546;426.0;17968;207.39813;200.0;227.60733
2212;34;71;1567;98.58029;432.3191;427.0;18060;205.32722;200.0;226.99187
2213;34;72;1432;91.39282;436.2577;435.0;18126;206.4144;201.0;229.84329
2214;34;73;1346;92.82039;441.2905;444.0;18174;207.62343;202.0;233.66707
2215;34;74;1332;94.931335;437.77628;438.5;18227;205.9159;201.0;231.86038
2216;34;75;1248;89.23361;426.51923;433.0;18235;202.77007;198.0;223.74916
2217;34;76;1164;86.9254;420.95618;425.5;18236;199.62083;195.0;221.33534
2218;34;77;1122;88.22673;409.3271;415.0;18231;200.43193;196.0;208.89516
2219;34;78;1006;82.070885;404.0815;408.5;18216;204.6688;200.0;199.41272
2220;34;79;865;80.92035;407.6046;412.0;18192;208.00462;202.0;199.59999
2221;34;80;787;75.29286;397.35706;396.0;18178;205.44449;201.0;191.91257
2222;34;81;637;70.039154;376.58557;378.0;18136;200.87926;198.0;175.70631
2223;34;82;489;75.23306;368.3129;366.0;18095;198.30904;196.0;170.00386
2224;34;83;387;67.00081;360.64084;362.0;18054;205.59648;204.0;155.04436
2225;34;84;305;53.109547;351.19672;347.0;18027;217.54543;214.0;133.65129
2226;34;85;266;50.547886;347.26315;342.0;17988;223.8367;218.0;123.42645
2227;34;86;166;42.23594;329.45782;327.0;17960;215.42137;209.0;114.03645
2228;34;87;55;39.564175;291.8;292.0;17899;200.99591;195.0;90.80408
2229;34;88;18;35.716476;260.66666;267.0;17804;189.4693;187.0;71.19736
2230;35;71;10;8.912911;204.6;205.5;15396;144.64624;142.0;59.953766
2231;35;72;32;16.303278;215.875;218.0;15552;144.0652;142.0;71.8098
2232;35;73;65;29.051294;222.73846;219.0;15695;144.06801;142.0;78.670456
2233;35;74;109;37.594116;233.14679;232.0;15800;144.46486;142.0;88.68193
2234;35;75;156;46.116222;255.86539;254.0;15900;144.75438;142.0;111.11101
2235;35;76;236;56.61968;272.69492;279.5;15968;144.74466;142.0;127.95026
2236;35;77;315;63.114994;290.1841;289.0;16022;144.5267;143.0;145.65741
2237;35;78;353;70.58087;308.54108;317.0;16076;144.07835;142.0;164.46272
2238;35;79;402;82.85101;319.61942;334.5;16130;143.3628;142.0;176.25662
2239;35;80;512;93.03237;308.7422;312.5;16167;142.19342;141.0;166.54877
2240;35;81;637;84.779236;304.1507;296.0;16173;140.7307;140.0;163.42
2241;35;82;773;81.19883;297.86417;289.0;16175;139.61057;139.0;158.2536
2242;35;83;795;75.82333;303.20755;301.0;16163;139.40012;139.0;163.80743
2243;35;84;855;75.587685;313.0374;315.0;16120;138.8021;140.0;174.23532
2244;35;85;846;79.30904;321.8227;323.5;16063;138.36702;140.0;183.45567
2245;35;86;847;79.522804;327.16293;329.0;16012;137.67892;139.0;189.48401
2246;35;87;827;74.22742;326.1052;336.0;15955;137.34209;138.0;188.7631
